male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,CC16_301d,CC16_301i,CC16_331_1,CC16_331_2,CC16_331_3,CC16_331_4,CC16_331_5,CC16_331_6,CC16_331_7,CC16_331_8,right2012,right2016
1,70,3,0,4,1,1,1,1,0.25,0.75,2,1,1,1,1,1,2,1,2,2,0,0
1,74,3,0,6,0,0,1,1,0.875,0,1,1,2,1,1,1,1,2,1,1,1,1
1,74,3,0,3,0,0,1,1,0.5,0.25,1,1,1,1,2,1,2,2,2,2,1,1
1,66,3,0,6,0,0,1,1,0.75,0.25,1,2,2,1,2,1,2,2,1,2,1,1
1,68,3,0,6,0,0,1,1,0.625,0,1,1,2,1,2,2,2,2,1,2,1,1
1,68,3,0,4,NA,NA,0,1,0.5,0.5,2,3,1,1,1,1,2,2,1,2,NA,NA
1,75,3,0,3,1,1,1,0,0.125,0.5,3,2,1,2,1,1,2,1,2,2,0,0
1,80,3,0,1,1,1,1,0,0.125,1,3,1,1,2,1,2,2,2,2,2,0,0
1,80,3,0,5,0,0,1,1,0.75,0.25,1,1,2,1,1,1,1,2,2,1,1,1
1,78,5,0,6,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,81,5,0,4,0,1,1,1,0.5,0.5,2,2,1,1,1,1,2,2,1,2,1,0
1,70,5,0,4,1,1,1,1,0.25,0.75,2,1,1,2,1,1,2,2,2,2,0,0
1,68,5,0,6,0,0,1,1,0.625,0.5,1,2,1,2,2,1,2,2,1,1,1,1
1,78,5,0,6,0,0,1,1,0.875,0.25,1,2,2,1,2,1,1,2,1,2,1,1
1,72,5,0,4,1,1,1,0,0.5,0.5,3,2,1,1,1,1,2,2,1,2,0,0
1,68,5,0,2,1,NA,0,0,0.125,0.5,4,3,1,2,1,2,2,2,2,2,0,NA
1,78,5,0,3,1,1,0,1,0.25,0.5,2,3,1,1,1,2,2,2,2,2,0,0
1,65,5,0,6,0,0,1,1,0.75,0.25,1,1,2,1,2,1,2,2,1,2,1,1
1,77,5,0,4,NA,NA,1,1,0.125,0.75,2,2,1,2,1,1,2,1,2,2,NA,NA
1,77,5,0,3,1,1,1,1,0,0.5,1,2,1,2,1,2,2,1,2,2,0,0
1,71,5,0,3,1,1,1,0,0.5,0.5,3,2,2,2,2,1,2,2,2,2,0,0
1,69,6,0,6,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,66,6,0,2,1,1,1,1,0.125,0.5,2,2,1,1,1,2,2,1,2,2,0,0
1,75,6,0,1,NA,NA,0,0,0.375,1,5,5,2,2,2,2,2,2,2,2,NA,NA
1,70,6,0,2,1,1,0,1,0,0.75,1,3,1,2,1,2,2,1,2,2,0,0
1,70,6,0,2,1,1,0,1,0.25,0.5,2,3,1,2,1,1,2,2,2,2,0,0
1,86,6,0,6,0,0,1,1,0.625,0,1,2,2,1,2,1,2,1,1,2,1,1
1,78,6,0,2,NA,1,0,0,0.125,0.5,3,3,1,2,1,2,2,2,2,2,NA,0
1,65,6,0,NA,1,1,1,0,0,0.5,3,1,1,2,1,2,2,1,2,2,0,0
0,43,2,0,2,1,1,1,1,0.125,0.75,2,1,1,2,1,2,2,2,2,2,0,0
0,37,2,0,4,NA,NA,1,0,0.875,1,3,1,2,1,2,1,1,2,1,2,NA,NA
0,30,2,1,NA,NA,NA,0,0,0.375,0,5,5,2,2,2,2,2,2,2,2,NA,NA
1,63,5,0,2,1,1,1,0,0.375,0.5,3,2,2,2,1,1,2,2,2,2,0,0
1,46,5,0,6,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,48,5,0,4,0,0,1,1,0.875,0.25,1,1,2,1,2,1,2,2,1,1,1,1
1,63,5,0,5,0,0,1,1,0.875,0.25,2,1,2,1,2,1,1,2,1,2,1,1
1,58,5,0,4,1,1,1,0,0.125,0.5,3,2,1,2,1,1,2,1,2,2,0,0
1,54,5,0,6,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,48,5,0,2,1,1,1,1,0.125,0.75,1,1,1,2,1,2,2,2,2,2,0,0
1,47,5,0,3,1,NA,1,0,0,0.5,3,1,1,2,1,2,2,1,2,2,0,NA
1,62,5,0,3,1,1,1,0,0.25,0.5,4,1,2,2,1,1,2,1,2,2,0,0
1,50,5,0,4,1,1,0,0,0.125,0.75,4,4,1,2,1,2,2,2,2,2,0,0
1,50,5,0,6,0,NA,1,1,0.875,0.5,1,1,2,1,2,1,1,2,1,2,1,NA
1,61,5,0,4,1,1,1,0,0.25,0.25,3,2,1,1,1,1,2,1,2,2,0,0
1,56,5,0,7,0,0,0,1,1,0,1,3,2,1,2,1,1,2,1,1,1,1
1,64,5,0,4,0,0,1,0,0.125,0,5,2,1,2,1,2,2,2,2,2,1,1
1,56,5,0,4,1,1,1,1,0.875,0.5,1,1,2,1,2,1,1,2,1,2,0,0
1,54,5,0,4,0,0,1,1,0.5,0.25,2,1,1,2,1,1,1,2,1,2,1,1
1,49,5,1,6,0,NA,1,0,0.75,0.25,4,1,2,1,2,1,1,2,2,2,1,NA
1,61,5,0,5,0,0,1,1,0.875,0,1,2,2,1,2,2,1,2,1,1,1,1
1,58,5,0,3,1,1,1,1,0.25,0.75,2,2,1,2,2,2,2,2,2,2,0,0
1,63,5,0,4,1,NA,1,0,0.25,0.75,5,2,1,2,1,1,2,2,2,2,0,NA
1,49,5,0,3,1,1,0,1,1,0,1,5,2,1,2,1,1,2,1,1,0,0
1,51,5,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,50,5,0,2,1,1,1,1,0.375,0.5,2,1,1,2,2,1,2,2,2,2,0,0
0,22,5,0,1,NA,NA,1,0,0.125,NA,3,1,1,2,1,2,2,2,2,2,NA,NA
1,46,5,0,1,1,NA,1,1,0.125,1,2,1,1,2,1,1,2,1,2,2,0,NA
1,63,5,0,6,NA,NA,0,1,0.875,0,1,3,2,2,2,1,1,2,1,1,NA,NA
0,51,4,0,2,1,1,1,0,0.25,0.5,4,1,1,2,1,1,2,2,2,2,0,0
0,45,4,0,4,1,0,1,1,0.625,0,1,1,1,1,1,1,1,2,1,2,0,1
0,48,3,0,4,1,NA,1,1,0.5,NA,1,1,2,1,2,2,2,2,2,2,0,NA
0,47,6,1,4,1,1,1,1,0.5,0.5,1,1,2,1,1,1,2,2,2,2,0,0
0,52,6,0,5,1,NA,1,0,0.375,0.75,3,1,1,1,1,1,2,2,2,2,0,NA
1,46,2,0,NA,NA,NA,1,0,0.5,1,3,1,2,2,2,1,2,2,2,2,NA,NA
0,51,1,0,NA,NA,NA,1,0,0.5,0.5,3,2,2,1,2,2,2,2,2,2,NA,NA
0,59,3,0,4,0,0,1,1,0.75,0.25,1,1,2,1,2,1,2,2,1,2,1,1
0,22,1,0,6,NA,NA,1,1,0.375,0,1,1,2,2,2,2,2,2,2,2,NA,NA
0,53,2,0,6,0,0,0,1,0.875,0,1,3,2,1,2,1,1,2,1,2,1,1
0,43,3,0,NA,NA,NA,1,1,0.5,0.25,2,2,1,1,1,2,1,1,1,1,NA,NA
1,26,6,0,3,NA,NA,1,1,0.5,0.25,1,2,2,1,2,1,2,1,2,2,NA,NA
1,54,2,0,5,0,0,1,1,0.875,0.5,1,1,2,1,2,1,1,2,1,2,1,1
0,57,4,0,4,1,0,0,1,0.875,0,2,5,2,1,2,1,1,2,1,2,0,1
0,69,6,0,2,1,1,1,1,0.125,0.75,2,2,1,2,1,2,2,2,2,2,0,0
0,49,3,0,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,2,2,1,2,0,0
0,35,2,0,4,NA,NA,1,1,1,0.5,1,1,2,1,2,1,1,2,1,1,NA,NA
0,63,2,0,4,1,1,1,1,0.5,0.5,2,2,2,1,1,1,2,2,2,2,0,0
0,22,3,0,1,1,1,1,0,0.125,0.5,3,2,1,2,1,2,2,2,2,2,0,0
1,57,3,0,5,0,NA,1,1,0.5,0.25,1,1,1,1,1,1,2,2,1,2,1,NA
1,29,5,0,6,0,NA,0,0,0,0.25,5,4,1,2,1,2,2,1,2,2,1,NA
1,63,5,0,6,1,1,0,0,0.125,0.5,3,3,1,2,1,2,2,2,2,2,0,0
0,61,3,0,2,1,1,1,0,0.25,0.75,3,2,1,2,1,1,2,2,2,2,0,0
0,76,2,0,4,NA,0,1,1,0.875,0,1,2,2,1,2,1,1,2,2,1,NA,1
0,35,6,0,4,NA,NA,1,1,0.125,NA,2,2,1,2,1,2,2,2,2,2,NA,NA
0,73,3,0,2,1,1,1,1,0.25,0.75,2,1,1,2,1,1,2,2,2,2,0,0
0,43,4,0,4,0,NA,1,1,0.25,0.5,2,2,1,2,1,1,2,2,2,2,1,NA
1,56,2,0,2,1,1,1,1,0.625,0.75,1,1,2,1,2,1,2,2,2,2,0,0
0,51,1,0,3,NA,1,1,0,0.625,0,3,1,2,1,2,1,2,2,2,2,NA,0
1,62,4,0,7,0,0,1,1,1,0.25,1,2,2,1,2,1,1,2,1,1,1,1
1,33,3,0,4,NA,NA,1,1,0.25,0.5,1,1,1,2,2,2,2,2,2,2,NA,NA
1,59,2,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,25,5,0,1,1,NA,1,1,0.5,1,1,1,2,2,2,2,2,2,1,2,0,NA
1,82,5,0,6,0,0,0,1,0.375,0.5,2,NA,2,1,1,2,2,2,2,2,1,1
1,55,3,1,7,0,0,1,1,0.875,0.25,1,1,2,1,2,1,1,2,1,2,1,1
1,49,5,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,33,4,0,5,0,0,1,1,0.75,0.5,2,2,2,1,2,2,1,2,1,2,1,1
1,46,2,0,1,NA,NA,1,1,0.25,NA,1,1,1,2,2,2,2,2,2,2,NA,NA
0,74,3,0,6,0,0,1,1,0.875,0.25,1,1,2,1,2,1,1,2,2,1,1,1
1,43,6,0,2,1,1,1,0,0.125,1,4,1,1,2,1,2,2,2,2,2,0,0
1,39,6,0,4,1,1,0,0,0,0.5,4,3,1,2,1,2,2,1,2,2,0,0
1,40,6,0,2,1,1,0,0,0.125,0.75,4,4,1,2,1,1,2,1,2,2,0,0
1,38,6,0,2,1,NA,1,1,0.125,NA,2,2,1,2,1,1,2,1,2,2,0,NA
1,41,6,0,4,1,0,1,1,0.625,0,1,1,2,1,2,1,1,1,2,2,0,1
0,51,5,0,4,NA,NA,1,0,0.375,0,3,2,2,1,1,2,2,2,2,2,NA,NA
1,48,3,0,5,NA,1,1,1,0.375,0.75,2,1,2,2,2,2,2,2,2,2,NA,0
1,59,3,0,7,1,NA,0,0,0.5,0.5,3,3,2,2,2,1,2,2,2,2,0,NA
0,63,2,0,4,1,NA,1,1,0.5,NA,2,2,2,1,2,2,2,2,2,2,0,NA
0,42,4,0,1,1,1,1,0,0.375,0.5,3,2,2,2,2,2,2,2,2,2,0,0
0,39,3,0,2,1,1,1,1,0.25,0.25,2,1,1,2,1,1,2,2,2,2,0,0
0,38,4,0,2,NA,NA,1,1,0.25,NA,1,1,2,2,2,2,2,1,2,2,NA,NA
0,39,4,0,1,NA,NA,1,1,0.5,1,1,1,2,2,2,1,2,2,2,2,NA,NA
0,31,5,0,5,NA,0,1,1,0.625,0.5,2,1,2,1,1,2,1,2,1,2,NA,1
0,33,5,0,2,1,1,1,1,0.125,0.5,1,1,1,1,1,2,2,1,2,2,0,0
0,41,5,1,7,NA,NA,1,1,0.875,0.25,1,1,2,1,2,1,1,1,1,1,NA,NA
0,31,5,0,2,1,1,1,1,0.25,1,1,1,1,2,1,1,2,2,2,2,0,0
0,43,5,0,4,0,0,1,0,0.5,0,3,2,1,1,1,1,1,2,2,2,1,1
0,35,5,0,5,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,32,5,0,5,NA,NA,1,1,0.125,0.5,1,2,2,2,1,2,2,1,2,2,NA,NA
0,32,5,0,4,0,0,1,1,1,0,1,2,2,1,2,1,1,2,1,1,1,1
0,42,5,0,7,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
0,44,5,0,4,NA,NA,1,0,0.5,0.5,3,2,2,2,2,2,2,2,1,2,NA,NA
1,70,2,0,6,0,0,1,1,0.625,0.5,1,1,2,1,2,1,2,2,2,2,1,1
1,93,2,0,7,0,0,1,1,0.5,0.25,1,1,1,1,1,2,2,2,1,1,1,1
1,76,2,0,6,0,0,0,1,0.625,0.5,2,3,1,1,1,1,1,2,1,2,1,1
1,68,2,0,3,1,1,1,0,0.625,0.5,5,2,2,2,2,1,2,2,1,2,0,0
1,80,2,0,6,1,1,1,1,0.625,0.5,2,2,1,1,1,1,2,2,1,1,0,0
1,68,2,0,6,NA,NA,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,NA,NA
0,25,5,0,1,1,1,1,0,0,1,3,2,1,2,1,2,2,1,2,2,0,0
1,50,5,0,5,0,0,1,1,0.625,0.75,2,1,1,1,2,1,2,2,1,2,1,1
1,58,5,0,7,0,0,1,1,0.875,0,1,2,2,1,2,2,1,2,1,1,1,1
1,47,5,0,3,1,NA,1,1,0.25,NA,1,2,1,2,2,1,2,1,2,2,0,NA
0,23,5,0,1,1,1,0,1,0,1,1,3,1,2,1,2,2,1,2,2,0,0
0,50,3,0,5,1,0,1,0,0.875,0,3,2,2,1,2,1,1,1,1,1,0,1
0,58,4,0,7,0,NA,0,0,0.125,0.5,4,3,1,1,1,2,2,1,2,2,1,NA
0,57,3,0,4,NA,NA,1,1,0.875,0.5,2,2,2,1,2,1,1,2,1,2,NA,NA
0,45,4,0,NA,NA,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,NA,1
0,62,3,0,4,0,0,1,1,0.5,0.25,2,2,2,1,1,1,2,2,2,2,1,1
0,59,4,0,4,0,0,0,1,0.375,0,2,NA,2,2,2,2,2,2,2,2,1,1
0,61,4,0,6,0,0,1,1,0.5,0.25,1,1,1,1,1,2,1,2,1,2,1,1
0,57,4,0,4,1,0,1,1,0.125,0.5,2,1,1,2,1,2,2,2,2,2,0,1
0,61,3,0,6,0,0,1,1,0.875,0,1,2,2,1,2,1,2,2,1,1,1,1
0,50,4,0,2,1,1,1,1,0.125,0.5,2,2,1,2,1,2,2,2,2,2,0,0
0,63,4,0,4,1,1,0,0,0.25,0.75,3,3,1,2,1,1,2,2,2,2,0,0
0,61,4,0,6,0,0,1,1,0.5,0,1,2,2,2,2,2,2,2,1,2,1,1
0,61,4,0,4,NA,NA,0,0,0.5,0.75,3,3,1,1,1,1,2,2,1,2,NA,NA
0,63,3,0,2,1,1,1,1,0.125,1,1,2,1,2,1,2,2,2,2,2,0,0
0,60,3,0,6,NA,NA,1,1,0.875,0.5,1,1,2,1,2,1,1,2,1,2,NA,NA
0,61,3,0,3,1,1,1,0,0.125,0.5,3,2,1,2,1,2,2,2,2,2,0,0
0,60,4,0,1,1,1,1,0,0.125,0.75,3,1,1,2,1,2,2,2,2,2,0,0
0,57,3,0,6,0,0,1,1,0.75,0.5,1,2,2,1,2,1,2,2,1,2,1,1
0,57,6,0,6,0,0,1,1,0.375,0,2,2,1,1,1,2,1,2,2,2,1,1
0,57,6,0,4,0,0,1,1,0.5,0.5,1,1,2,1,1,1,1,1,2,2,1,1
0,59,6,0,6,0,0,1,1,0.5,0.25,2,2,1,1,1,2,1,2,2,1,1,1
1,58,1,0,4,1,NA,1,1,0.25,NA,2,2,1,2,1,1,2,2,2,2,0,NA
1,46,2,0,3,1,NA,0,0,0.125,NA,3,4,1,2,1,2,2,2,2,2,0,NA
1,49,2,1,7,0,0,1,1,0.375,0.75,1,2,1,1,1,1,2,2,2,2,1,1
0,65,3,0,5,0,NA,1,1,0.5,0,1,1,2,1,1,1,2,1,1,2,1,NA
0,70,3,0,6,0,0,1,1,0.25,0.25,1,1,1,1,1,2,2,2,2,2,1,1
0,72,3,0,6,0,0,1,1,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1
0,67,3,0,2,1,1,0,1,0.375,0.5,2,3,1,2,2,1,2,2,2,2,0,0
0,66,3,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,65,3,0,4,1,0,1,1,0.875,0,1,2,2,1,2,1,2,2,1,1,0,1
0,75,3,0,7,0,0,1,1,0.625,0.5,1,2,2,1,1,1,2,2,1,2,1,1
0,77,6,0,3,1,1,1,1,0.375,0.75,2,2,1,1,2,2,2,2,2,2,0,0
0,74,6,0,2,1,1,1,1,0,0.5,1,1,1,2,1,2,2,1,2,2,0,0
0,83,6,0,7,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
0,77,6,0,4,0,0,1,1,0.75,0,1,1,2,1,2,1,2,2,1,2,1,1
0,69,6,0,6,0,0,1,1,0.625,0,2,1,1,1,2,1,2,2,1,2,1,1
0,76,6,0,2,1,1,1,1,0.125,1,2,1,1,2,1,1,2,1,2,2,0,0
0,81,6,0,2,1,1,1,0,0.375,0.75,3,2,1,1,1,1,2,1,1,2,0,0
0,65,6,0,5,NA,NA,1,1,0.875,0.5,1,1,2,1,1,1,1,2,1,1,NA,NA
0,68,6,0,2,1,1,0,0,0.25,0.25,3,3,1,1,1,2,2,2,2,2,0,0
0,68,6,0,6,0,0,1,1,0.875,0.25,1,2,2,1,2,1,1,2,2,1,1,1
0,65,6,0,4,1,1,1,1,0.625,0.25,1,1,2,2,2,1,2,2,1,2,0,0
0,78,6,0,2,1,1,1,0,0.25,0.75,3,1,1,1,1,2,2,2,2,2,0,0
0,72,5,0,5,0,0,1,1,0.75,0.25,1,1,2,1,2,1,2,2,1,2,1,1
0,66,5,0,6,0,0,0,1,0.75,0,1,4,2,1,2,1,1,2,2,2,1,1
0,72,5,0,6,0,0,0,1,0.625,0,2,3,2,2,2,1,1,2,2,2,1,1
0,68,5,0,2,1,1,1,1,0.125,0.75,1,1,1,2,1,1,2,1,2,2,0,0
1,43,5,0,7,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
0,59,5,0,3,1,NA,1,1,0.375,0.75,1,1,1,1,1,1,2,2,2,2,0,NA
0,49,5,0,2,0,0,1,1,0.625,0.25,2,1,2,2,2,1,1,2,2,2,1,1
0,52,5,0,3,0,0,1,1,0.5,0.5,2,2,2,1,2,2,2,1,1,2,1,1
0,63,5,0,6,NA,NA,1,0,0.25,0.25,3,1,1,2,2,2,2,2,2,2,NA,NA
0,61,5,0,5,1,1,1,1,0.25,0.25,1,1,1,1,1,2,2,2,2,2,0,0
0,61,5,0,4,NA,NA,1,1,0.5,0.5,2,2,2,1,1,1,2,2,2,2,NA,NA
0,57,5,0,5,0,0,1,1,0.5,0.5,2,2,2,1,1,2,2,1,1,1,1,1
0,49,5,0,4,NA,0,1,1,0.875,0.5,1,2,1,1,2,1,1,2,1,1,NA,1
0,57,5,0,2,1,1,1,0,0.375,0.5,3,2,2,1,1,2,2,2,2,2,0,0
0,63,5,0,2,1,1,1,1,0.25,0,1,1,1,1,1,2,2,2,2,2,0,0
0,52,5,0,3,NA,1,1,0,0.375,0.5,3,2,2,2,2,2,2,2,2,2,NA,0
0,57,5,0,7,0,0,1,1,0.875,0.25,1,1,2,1,2,1,1,2,1,2,1,1
0,64,5,0,3,1,1,0,0,0.5,0.5,3,4,2,2,2,1,2,2,2,2,0,0
0,63,5,0,6,0,0,1,1,0.875,0.25,2,1,2,1,2,1,1,2,1,2,1,1
0,58,5,0,2,1,1,1,1,0.25,0.5,1,1,1,2,1,1,2,2,2,2,0,0
0,47,5,0,7,0,0,1,1,0.625,0.5,2,1,2,2,2,1,2,2,1,2,1,1
0,62,5,0,2,1,1,1,1,0.375,0.5,2,2,1,1,1,1,2,2,2,2,0,0
0,60,5,0,5,NA,0,1,1,1,0.75,1,1,2,1,2,1,1,2,1,1,NA,1
0,54,5,0,6,NA,0,1,1,0.5,0,2,2,1,1,1,1,2,2,1,2,NA,1
1,50,3,0,4,1,0,1,0,0.75,0,3,1,2,1,2,1,2,2,1,2,0,1
1,57,4,0,6,NA,0,0,1,1,0,1,4,2,1,2,1,1,2,1,1,NA,1
1,46,4,0,6,0,NA,1,1,1,NA,1,1,2,1,2,1,1,2,1,1,1,NA
1,59,4,0,4,NA,1,1,0,0.375,0.75,3,2,1,2,1,1,2,2,1,2,NA,0
0,37,6,0,2,1,1,1,0,0,0.75,3,2,1,2,1,2,2,1,2,2,0,0
0,44,6,0,4,1,1,1,0,0.625,0.5,3,1,2,1,2,2,2,2,2,1,0,0
0,33,3,0,4,1,1,1,1,0.75,0.5,1,1,2,2,2,1,2,2,1,1,0,0
1,66,5,0,4,0,0,1,0,0.875,0,3,2,2,1,2,2,1,2,1,1,1,1
0,41,5,0,5,0,0,0,0,0.75,0.25,3,3,2,1,2,1,1,1,2,1,1,1
0,46,3,0,3,1,1,1,0,0.125,0.75,3,2,1,2,1,2,2,2,2,2,0,0
1,55,1,1,1,1,NA,1,0,0.25,0.5,4,1,1,2,1,1,2,2,2,2,0,NA
0,71,3,0,4,1,1,1,0,0.375,0.5,3,2,1,1,1,1,2,2,2,2,0,0
0,66,3,0,1,1,1,1,0,0.25,0.5,3,1,1,2,2,2,2,2,2,2,0,0
0,67,6,0,5,1,1,1,1,0.375,0.75,1,1,1,2,2,1,2,2,2,2,0,0
1,32,3,0,7,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
1,31,4,0,2,1,1,1,1,0.125,0.75,1,2,1,1,1,2,2,1,2,2,0,0
1,38,5,0,3,1,1,1,1,0.75,0,2,1,2,2,2,1,1,2,1,2,0,0
1,36,5,0,4,1,1,1,0,0.25,0.5,4,2,1,1,1,1,2,1,2,2,0,0
1,39,5,0,4,1,1,1,0,0.375,0.75,4,1,1,1,1,1,2,2,2,2,0,0
1,38,5,0,5,0,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,1
1,40,5,0,7,0,0,1,1,0.75,0,1,1,2,1,2,1,2,2,1,2,1,1
0,81,2,0,7,0,0,1,1,0.875,0,1,1,2,1,1,1,1,2,1,1,1,1
0,85,2,0,6,0,0,1,1,0.5,0.5,1,1,2,1,2,2,2,2,2,2,1,1
0,66,2,0,5,NA,NA,0,1,0.625,0.5,1,3,2,2,2,1,2,2,1,2,NA,NA
0,70,2,0,6,0,0,1,1,0.75,0.5,2,1,2,1,2,2,1,2,1,2,1,1
0,73,1,0,3,1,1,1,0,0.125,0.5,3,1,1,2,1,2,2,2,2,2,0,0
0,67,2,0,NA,0,0,1,1,0.875,0.5,2,1,2,1,2,2,1,2,1,1,1,1
1,61,3,0,6,0,0,1,1,1,0.25,1,1,2,1,2,1,1,2,1,1,1,1
1,57,3,0,4,1,1,1,0,0.125,0.25,4,1,1,2,1,1,2,1,2,2,0,0
1,51,3,1,6,0,0,1,1,0.625,0.5,2,1,2,1,2,1,2,1,1,2,1,1
1,63,3,0,6,0,0,1,1,0.375,0.5,1,1,1,1,1,2,1,1,2,1,1,1
1,45,3,0,4,0,0,1,1,1,0,1,2,2,1,2,1,1,2,1,1,1,1
1,62,3,0,4,1,0,1,0,0.375,0.25,3,2,1,2,1,1,1,1,1,2,0,1
1,50,3,0,5,0,0,1,1,0.875,0.5,1,1,2,1,1,1,1,2,1,1,1,1
1,58,3,0,2,1,1,1,1,0,1,2,2,1,2,1,2,2,1,2,2,0,0
1,46,3,0,7,NA,0,1,1,1,0,1,1,2,1,2,1,1,2,1,1,NA,1
1,52,4,0,7,NA,NA,0,0,0.625,0.25,5,5,1,2,2,2,1,2,1,1,NA,NA
1,60,3,0,6,0,0,1,1,0.75,0,1,2,2,2,2,1,2,2,1,1,1,1
1,55,3,0,5,0,0,0,1,0.625,0.5,1,3,1,1,2,1,2,2,1,2,1,1
1,64,3,0,4,1,1,1,0,0.375,0.5,3,2,2,2,2,2,2,2,2,2,0,0
1,61,4,0,2,1,1,1,0,0.625,0.5,3,1,2,1,2,1,2,2,2,2,0,0
1,62,3,0,4,1,1,1,1,0.375,0.75,2,1,2,2,1,1,2,2,2,2,0,0
1,53,3,0,3,1,1,1,1,0.25,0.75,2,1,1,2,1,1,2,2,2,2,0,0
1,55,3,1,5,0,0,1,1,0.875,0.25,1,2,2,1,2,1,1,1,1,1,1,1
1,48,3,0,3,1,1,0,0,0.125,0.75,5,4,1,2,1,1,2,1,2,2,0,0
1,25,5,0,2,1,1,0,1,0.125,0.5,1,4,1,2,1,1,2,1,2,2,0,0
1,62,6,1,4,NA,NA,0,0,1,0,3,3,2,1,2,1,1,2,1,1,NA,NA
0,29,6,0,2,NA,NA,1,0,0.25,NA,3,2,2,2,2,2,2,1,2,2,NA,NA
0,29,3,0,6,NA,NA,1,0,0.25,0.5,3,2,1,2,2,2,2,2,2,2,NA,NA
1,48,6,0,6,0,0,1,1,0.75,0.25,1,1,1,1,1,1,1,2,1,1,1,1
1,63,6,0,4,1,1,1,0,0.125,0.5,3,2,1,2,1,2,2,2,2,2,0,0
1,46,6,0,4,1,1,1,0,0.25,0.5,5,1,1,2,1,1,2,2,2,2,0,0
1,55,6,0,4,NA,NA,1,1,0.625,0,2,1,1,1,2,1,1,2,2,2,NA,NA
1,59,6,0,1,1,1,1,0,0,0.75,4,1,1,2,1,2,2,1,2,2,0,0
1,57,6,0,4,1,0,1,1,0.75,0,1,1,2,1,2,1,1,2,2,2,0,1
1,62,6,0,1,1,1,1,1,0.125,0.75,1,2,1,2,1,1,2,1,2,2,0,0
1,61,6,0,6,0,0,1,1,0.625,0.5,2,1,2,1,2,1,2,1,1,2,1,1
1,59,6,0,1,1,1,1,1,0.25,1,1,2,1,1,1,1,2,1,2,2,0,0
1,54,6,0,7,0,0,1,1,0.875,0,1,2,2,1,2,1,1,1,1,1,1,1
1,48,6,0,5,0,NA,1,0,0.375,0.25,3,1,2,1,2,2,2,1,2,2,1,NA
1,60,6,0,7,0,0,1,1,0.625,0.25,1,1,2,1,1,1,1,2,2,2,1,1
0,59,2,0,6,0,0,1,1,0.875,0.5,1,1,2,1,2,1,2,2,1,1,1,1
0,60,2,0,6,0,0,1,1,0.875,0,1,2,2,1,2,2,1,2,1,1,1,1
0,46,2,1,4,1,0,1,1,0.375,0.75,2,1,1,1,1,2,1,2,2,2,0,1
0,63,2,0,7,NA,NA,1,1,0.375,0.75,1,1,2,2,2,2,2,2,2,2,NA,NA
0,60,2,1,6,0,0,1,1,0.75,0.5,1,2,1,1,2,1,1,2,1,2,1,1
0,54,2,0,4,NA,NA,0,1,0.875,0.5,1,3,2,1,2,2,1,2,1,1,NA,NA
1,71,4,0,5,NA,0,1,1,0.75,0.5,1,2,2,1,2,2,1,2,1,2,NA,1
1,68,3,0,5,0,0,1,1,0.75,0.25,1,2,1,1,2,1,1,2,1,2,1,1
1,68,3,0,4,0,0,1,1,0.875,0,1,1,2,1,2,1,1,1,1,1,1,1
1,66,3,0,4,1,0,0,1,1,0.5,2,3,2,1,2,1,1,2,1,1,0,1
1,67,3,0,4,0,NA,0,1,0.625,0.5,2,3,1,1,2,1,2,2,1,2,1,NA
1,74,3,0,3,0,1,0,0,0.5,0.25,4,3,2,1,1,1,2,2,2,2,1,0
1,75,3,0,4,NA,NA,0,1,0.625,0.25,2,3,2,1,1,1,2,2,1,2,NA,NA
1,67,3,0,4,1,1,1,1,0.625,0.5,2,1,2,1,2,1,2,2,2,2,0,0
1,85,3,0,2,1,1,1,1,0,0.75,2,1,1,2,1,2,2,1,2,2,0,0
1,78,4,0,6,0,0,1,1,0.25,0,2,2,1,1,1,2,2,2,2,2,1,1
1,78,3,0,2,0,0,1,1,1,0.5,1,1,2,1,2,1,1,2,1,1,1,1
1,85,3,0,6,0,0,1,1,0.875,0,1,1,2,1,2,1,1,2,1,2,1,1
